ts,filteredAltitudeAGL,filteredAcceleration
24.61,3162.24560546875,-9.771865844726562
24.62,3162.826904296875,-9.771865844726562
24.63,3162.826904296875,-9.771865844726562
24.64,3162.826904296875,-9.771865844726562
24.65,3162.826904296875,-9.771865844726562
24.66,3162.826904296875,-9.771865844726562
24.67,3162.826904296875,-9.771865844726562
24.68,3162.826904296875,-9.771865844726562
24.69,3162.826904296875,-9.771865844726562
24.7,3163.0595703125,-9.771865844726562
24.71,3163.0595703125,-9.781399726867676
24.72,3163.8759765625,-9.771865844726562
24.73,3164.457275390625,-9.771865844726562
24.74,3164.457275390625,-9.771865844726562
24.75,3163.8759765625,-9.771865844726562
24.76,3163.8759765625,-9.771865844726562
24.77,3163.8759765625,-9.771865844726562
24.78,3164.457275390625,-9.771865844726562
24.79,3163.8759765625,-9.771865844726562
24.8,3164.80615234375,-9.771865844726562
24.81,3163.8759765625,-9.771865844726562
24.82,3163.759765625,-9.771865844726562
24.83,3163.759765625,-9.781399726867676
24.84,3164.80615234375,-9.771865844726562
24.85,3164.92236328125,-9.771865844726562
24.86,3164.92236328125,-9.771865844726562
24.87,3164.92236328125,-9.771865844726562
24.88,3164.92236328125,-9.771865844726562
24.89,3164.92236328125,-9.771865844726562
24.9,3165.271240234375,-9.771865844726562
24.91,3165.271240234375,-9.771865844726562
24.92,3164.92236328125,-9.771865844726562
24.93,3164.573486328125,-9.771865844726562
24.94,3164.573486328125,-9.771865844726562
24.95,3164.573486328125,-9.771865844726562
24.96,3165.503662109375,-9.762332916259766
24.97,3165.503662109375,-9.762332916259766
24.98,3165.503662109375,-9.762332916259766
24.99,3165.387451171875,-9.752799034118652
25,3165.387451171875,-9.762332916259766
25.01,3165.503662109375,-9.752799034118652
25.02,3166.087646484375,-9.752799034118652
25.03,3166.201171875,-9.762332916259766
25.04,3166.087646484375,-9.752799034118652
